
i -0.743188 0.327125 0.59275 -0.3115 0.758812 0.836938
i -0.352562 0.241188 0.608375 0.001 0.758812 0.852562
i -0.001 -0.09475 0.634417 0.399438 0.4385 0.829125
i 0.350562 -0.047875 0.616188 0.626 0.399438 0.829125
i -0.001 0.303688 0.608375 0.352562 0.758812 0.852562
i 0.3115 0.327125 0.59275 0.743188 0.758812 0.836938

i -1.36819 0.053688 -0.547875 -1.17087 0.508812 -0.389625
i -1.3135 -0.102562 -0.547875 -0.952125 0.508812 -0.288062
i -1.04788 -0.141625 -0.493188 -0.71775 0.618188 -0.116188
i -0.797875 -0.196312 -0.704125 -0.334938 0.930688 -0.069312
i -0.860375 -0.196312 -0.211938 -0.40525 0.930688 0.493188
i -0.860375 -0.141625 0.413062 -0.334938 0.6885 0.6885
i -0.461938 -0.461938 -0.852562 0.001 0.899438 0.1885
i -0.501 0.850562 -0.547875 0.00100012 2 0.501
i -0.368188 -0.985375 0.163062 0.001 -0.28025 0.711938
i -0.485375 -0.391625 0.147438 0.001 0.899438 0.751
i -0.001 -0.571312 -0.829125 0.430688 0.071312 0.430688
i -0.00100012 0.053688 -0.852562 0.501 2 0.501
i 0.334938 -0.196312 -0.704125 0.84475 0.930688 -0.069312
i 0.40525 -0.196312 -0.211938 0.860375 0.930688 0.430688
i -0.001 -0.985375 0.319312 0.368188 -0.526219 0.711938
i 0.129181 -0.528219 0.256812 0.327094 -0.170875 0.711938
i -0.001 -0.28225 0.147438 0.602562 0.899438 0.751
i 0.397438 -0.141625 0.28025 0.860375 0.602562 0.6885
i 0.756812 -0.141625 -0.493188 1.05569 0.615668 -0.124
i 1.01462 -0.102562 -0.547875 1.36819 0.508812 -0.288062
i 0.725562 -0.001 -0.126062 0.860375 0.618188 0.126
l 0.725562 0.147438 0.444312 0.860375 0.430688 0.602562
i -0.266625 -0.946312 0.631812 0.001 -0.8115 0.711938
i -0.266625 -0.836938 0.639625 0.001 -0.678688 0.735375
i -0.001 -0.946312 0.631812 0.266625 -0.8115 0.711938
i -0.001 -0.836938 0.639625 0.266625 -0.678688 0.735375
l -0.251 -0.704125 0.6865 0.001 -0.444312 0.751
l -0.001 -0.704125 0.6865 0.251 -0.444312 0.751
l -0.211938 -0.446312 0.709938 0.001 -0.288062 0.751
l -0.001 -0.446312 0.709938 0.211938 -0.288062 0.751
i -0.165062 -0.290062 0.709938 -0.077125 -0.09275 0.829125
i -0.126 -0.329125 0.737282 0.001 -0.09275 0.829125
i -0.001 -0.329125 0.737282 0.126 -0.09275 0.829125
i 0.077125 -0.290062 0.709938 0.165062 -0.09275 0.829125
i -0.626 0.0615 0.647438 -0.4365 0.391625 0.78225
i -0.501 -0.047875 0.616188 -0.350562 0.376 0.829125
i -0.399438 -0.09475 0.634417 0.001 0.243188 0.829125
i -0.352562 0.139625 0.65525 0.001 0.391625 0.829125
i -0.743188 0.334938 0.624 -0.413062 0.602562 0.797875
i -0.501 0.327125 0.59275 -0.3115 0.758812 0.836938
i -0.352562 0.241188 0.647438 0.001 0.493188 0.84475
i -0.329125 0.428688 0.608375 0.001 0.758812 0.852562
i -0.001 -0.09475 0.634417 0.399438 0.243188 0.829125
i -0.001 0.209938 0.647438 0.352562 0.4385 0.829125
i 0.350562 -0.047875 0.616188 0.501 0.376 0.829125
i 0.420875 0.0615 0.647438 0.626 0.399438 0.78225
i -0.001 0.303688 0.608375 0.352562 0.493188 0.84475
i 0.0615 0.428688 0.616188 0.329125 0.758812 0.852562
i 0.3115 0.327125 0.59275 0.501 0.758812 0.836938
i 0.413062 0.334938 0.624 0.743188 0.602562 0.797875

i -1.36819 0.053688 -0.547875 -1.1865 0.508812 -0.389625
i -1.28225 0.053688 -0.493188 -1.17087 0.360375 -0.40525
i -1.3135 -0.102562 -0.537851 -0.959938 0.204125 -0.303688
i -1.29109 0.202125 -0.547875 -0.952125 0.508812 -0.288062
i -1.04788 -0.141625 -0.493188 -0.71775 0.215537 -0.124
i -1.03109 0.213537 -0.488703 -0.772438 0.618188 -0.116188
i -0.790062 -0.196312 -0.704125 -0.334938 0.4385 -0.124
i -0.797875 0.264625 -0.704125 -0.452125 0.930688 -0.069312
i -0.860375 -0.196312 -0.211938 -0.40525 0.40725 0.46975
i -0.860375 0.233375 -0.204125 -0.452125 0.930688 0.493188
i -0.829125 -0.141625 0.413062 -0.350562 0.243188 0.6885
i -0.860375 0.147438 0.428688 -0.334938 0.6885 0.6885
i -0.430688 -0.461938 -0.672875 0.001 -0.147438 0.1885
i -0.461938 -0.196312 -0.852562 0.001 0.899438 -0.381812
l -0.454125 0.850562 -0.547875 0.001 0.985375 0.290062
l -0.501 1.998 -0.501 0.00100012 2 0.501
i -0.368188 -0.985375 0.34275 0.001 -0.694312 0.711938
i -0.352562 -0.805688 0.163062 0.001 -0.28025 0.711938
i -0.4385 -0.391625 0.147438 -0.15525 0.055688 0.71975
i -0.485375 0.40525 0.233375 0.001 0.899438 0.751
i -0.001 -0.383812 -0.829125 0.430688 0.071312 -0.209938
i -0.001 -0.571312 -0.352562 0.430688 -0.170875 0.430688
i -0.001 0.053688 -0.852562 0.461938 0.985375 0.430688
l -0.00100012 1.998 -0.501 0.501 2 0.501
i 0.334938 -0.196312 -0.704125 0.641625 0.930688 -0.069312
i 0.59275 -0.141625 -0.586938 0.84475 0.751 -0.116188
i 0.40525 -0.196312 -0.211938 0.860375 0.332969 0.415062
i 0.452125 0.330969 -0.196312 0.836296 0.930688 0.430688
i -0.001 -0.985375 0.319312 0.180688 -0.526219 0.696312
i 0.116188 -0.96975 0.358375 0.368188 -0.526219 0.711938
i 0.129181 -0.528219 0.256812 0.327094 -0.28025 0.711938
i 0.163062 -0.352562 0.40525 0.258812 -0.170875 0.711938
i 0.15525 -0.28225 0.147438 0.602562 0.09475 0.71975
i -0.001 0.389625 0.288062 0.547875 0.899438 0.751
i 0.397438 -0.141625 0.374 0.829125 0.243188 0.6885
i 0.459938 0.147438 0.28025 0.860375 0.602562 0.6885
i 0.756812 -0.141625 -0.493188 1.05569 0.190691 -0.124
i 0.772438 0.188691 -0.489074 1.05386 0.615991 -0.123
i 1.01462 -0.102562 -0.547875 1.3135 0.508812 -0.288062
i 1.17087 0.053688 -0.547875 1.36819 0.508812 -0.389625
l 0.725562 -0.001 -0.071312 0.860375 0.321312 0.055688
i 0.795875 0.233375 -0.126062 0.860375 0.618188 0.126
i -0.266625 -0.930688 0.631812 -0.045875 -0.8115 0.711938
l -0.0635 -0.946312 0.631812 0.001 -0.858375 0.696312
i -0.266625 -0.836938 0.639625 -0.09275 -0.6865 0.735375
i -0.118188 -0.78225 0.65525 0.001 -0.678688 0.735375
l -0.001 -0.946312 0.631812 0.0635 -0.858375 0.696312
i 0.045875 -0.930688 0.631812 0.266625 -0.8115 0.711938
i -0.001 -0.78225 0.65525 0.118188 -0.678688 0.735375
i 0.09275 -0.836938 0.639625 0.266625 -0.6865 0.735375
i -0.165062 -0.290062 0.709938 -0.077125 -0.225562 0.829125
i -0.165062 -0.243188 0.709938 -0.09275 -0.09275 0.829125
i -0.110375 -0.329125 0.741188 0.001 -0.147438 0.829125
i -0.126 -0.196312 0.737282 0.001 -0.09275 0.8135
i -0.001 -0.329125 0.741188 0.110375 -0.147438 0.829125
i -0.001 -0.1885 0.737282 0.126 -0.09275 0.8135
i 0.077125 -0.290062 0.709938 0.165062 -0.225562 0.829125
i 0.09275 -0.243188 0.709938 0.165062 -0.09275 0.829125
i -0.626 0.0615 0.647438 -0.475562 0.376 0.71975
i -0.5635 0.09275 0.670875 -0.4365 0.391625 0.78225
i -0.501 -0.047875 0.616188 -0.350562 0.165062 0.78225
i -0.477562 0.116188 0.764625 -0.350562 0.376 0.829125
i -0.399438 -0.09475 0.634417 0.001 0.09475 0.810688
i -0.376 0.03025 0.647438 0.001 0.243188 0.829125
i -0.352562 0.15525 0.741188 -0.124 0.391625 0.829125
l -0.204125 0.139625 0.65525 0.001 0.391625 0.821312
i -0.743188 0.334938 0.65525 -0.413062 0.4385 0.774438
l -0.743188 0.374 0.624 -0.428688 0.602562 0.797875
i -0.501 0.327125 0.616188 -0.327125 0.547875 0.797875
l -0.493188 0.475562 0.59275 -0.3115 0.758812 0.836938
i -0.352562 0.327125 0.647438 -0.15525 0.477562 0.797875
i -0.251 0.241188 0.647438 0.001 0.493188 0.84475
l -0.321312 0.428688 0.608375 0.001 0.758812 0.758812
i -0.329125 0.428688 0.733375 -0.0615 0.758812 0.852562
i -0.001 -0.09475 0.634417 0.399438 0.141625 0.810688
i -0.001 0.045875 0.647438 0.352562 0.243188 0.829125
i -0.001 0.209938 0.647438 0.204125 0.4385 0.821312
i 0.124 0.21775 0.741188 0.352562 0.391625 0.829125
i 0.350562 -0.047875 0.616188 0.501 0.165062 0.78225
i 0.350562 0.116188 0.764625 0.477562 0.376 0.829125
i 0.4365 0.0615 0.647438 0.626 0.290062 0.78225
i 0.420875 0.241188 0.663062 0.602562 0.399438 0.78225
i -0.001 0.303688 0.608375 0.251 0.493188 0.84475
i 0.15525 0.358375 0.647438 0.352562 0.477562 0.78225
l 0.0615 0.491188 0.616188 0.321312 0.758812 0.836938
l 0.0615 0.428688 0.741188 0.329125 0.71975 0.852562
i 0.327125 0.327125 0.616188 0.501 0.547875 0.797875
l 0.3115 0.475562 0.59275 0.493188 0.758812 0.836938
l 0.413062 0.334938 0.65525 0.743188 0.4385 0.774438
l 0.428688 0.374 0.624 0.743188 0.602562 0.797875

l -1.36819 0.053688 -0.547875 -1.249 0.46975 -0.40525
l -1.36819 0.288062 -0.547875 -1.1865 0.508812 -0.389625
l -1.25881 0.084938 -0.493188 -1.1865 0.34475 -0.444312
l -1.28225 0.053688 -0.446312 -1.17087 0.360375 -0.40525
i -1.3135 -0.102562 -0.537851 -1.02943 0.204125 -0.303688
i -1.09215 -0.001 -0.422875 -0.959938 0.204125 -0.350562
i -1.25881 0.202125 -0.514074 -0.952125 0.4385 -0.34275
i -1.29109 0.202125 -0.547875 -1.01462 0.508812 -0.288062
i -1.04788 -0.126 -0.493188 -0.764625 0.215537 -0.264625
i -1.04006 -0.141625 -0.368188 -0.71775 0.215537 -0.124
i -1.03109 0.213536 -0.488703 -0.819312 0.477562 -0.202125
i -0.891625 0.213537 -0.4385 -0.772438 0.618188 -0.116188
l -0.790062 -0.196312 -0.547875 -0.34275 0.024438 -0.124
i -0.790062 -0.149438 -0.704125 -0.334938 0.4385 -0.327125
l -0.797875 0.264625 -0.704125 -0.452125 0.868188 -0.358375
l -0.797875 0.538062 -0.446312 -0.452125 0.930688 -0.069312
i -0.829125 -0.196312 -0.211938 -0.40525 0.001 0.46975
i -0.860375 -0.047875 -0.211938 -0.600562 0.40725 0.461938
i -0.860375 0.233375 -0.204125 -0.631812 0.751 0.493188
i -0.680688 0.452125 -0.196312 -0.452125 0.930688 0.493188
l -0.829125 -0.040062 0.413062 -0.600562 0.204125 0.649438
i -0.633812 -0.141625 0.413062 -0.350562 0.243188 0.6885
i -0.860375 0.147438 0.444312 -0.350562 0.516625 0.6885
i -0.797875 0.40525 0.428688 -0.334938 0.6885 0.6885
l -0.430688 -0.383812 -0.672875 0.001 -0.147438 -0.209938
l -0.430688 -0.461938 -0.352562 0.001 -0.170875 0.1885
l -0.461938 -0.196312 -0.852562 0.001 0.5635 -0.538062
l -0.461938 0.4365 -0.852562 0.001 0.899438 -0.381812
i -0.368188 -0.96975 0.366188 -0.116188 -0.694312 0.711938
i -0.180688 -0.985375 0.34275 0.001 -0.749 0.696312
i -0.290062 -0.805688 0.163062 0.001 -0.28025 0.430688
i -0.352562 -0.711938 0.381812 -0.178688 -0.28025 0.711938
i -0.4385 -0.391625 0.147438 -0.202125 -0.09275 0.555688
i -0.4385 -0.3135 0.499 -0.15525 0.055688 0.71975
l -0.485375 0.459938 0.233375 0.001 0.899438 0.610375
i -0.352562 0.40525 0.569312 0.001 0.758812 0.751
l -0.001 -0.383812 -0.672875 0.430688 -0.147438 -0.209938
l -0.001 -0.196312 -0.829125 0.34475 0.071312 -0.538062
l -0.001 -0.461938 -0.352562 0.430688 -0.170875 0.1885
i -0.001 -0.571312 0.147438 0.40725 -0.170875 0.430688
l -0.001 0.053688 -0.852562 0.461938 0.899438 -0.381812
i -0.001 0.522438 -0.547875 0.461938 0.985375 0.430688
i 0.334938 -0.196312 -0.704125 0.641625 0.4385 -0.163062
l 0.452125 0.327125 -0.704125 0.641625 0.930688 -0.069312
i 0.59275 -0.141625 -0.4385 0.84475 0.266625 -0.124
i 0.616188 -0.008812 -0.586938 0.821312 0.751 -0.116188
i 0.40525 -0.196312 -0.211938 0.829125 0.001 0.415062
i 0.600562 -0.047875 -0.211938 0.860375 0.332969 0.415062
l 0.452125 0.452125 -0.196312 0.641625 0.930688 0.430688
i 0.631812 0.330969 -0.196312 0.836296 0.751 0.348919
i -0.001 -0.977562 0.319312 0.165062 -0.526219 0.461938
i -0.001 -0.985375 0.4365 0.180688 -0.749 0.696312
i 0.116188 -0.96975 0.366188 0.368188 -0.694312 0.711938
i 0.124 -0.758812 0.358375 0.352562 -0.526219 0.704492
l 0.129181 -0.528219 0.256812 0.265154 -0.28025 0.430688
i 0.178688 -0.528219 0.389625 0.327094 -0.3115 0.711938
i 0.202125 -0.352562 0.40525 0.258812 -0.170875 0.5635
l 0.163062 -0.3135 0.553688 0.258812 -0.1865 0.711938
l 0.209938 -0.28225 0.147438 0.602562 0.001 0.46975
i 0.15525 -0.227562 0.46775 0.547875 0.09475 0.71975
l -0.001 0.459938 0.288062 0.485375 0.899438 0.610375
i -0.001 0.389625 0.553688 0.547875 0.758812 0.751
i 0.397438 -0.141625 0.413062 0.633812 0.243188 0.6885
l 0.600562 -0.040062 0.374 0.829125 0.204125 0.649438
i 0.459938 0.1865 0.28025 0.743188 0.602562 0.6885
i 0.678688 0.147438 0.334938 0.860375 0.485375 0.65725
i 0.772438 -0.141625 -0.493188 1.04006 -0.0160066 -0.124
i 0.756812 -0.0180066 -0.492159 1.05569 0.191691 -0.234807
i 0.772438 0.188691 -0.4385 0.891625 0.615991 -0.123
i 0.819312 0.188691 -0.489074 1.05386 0.477562 -0.202125
i 1.03 -0.102562 -0.53713 1.3135 0.18502 -0.303688
i 1.01462 0.18302 -0.547875 1.29398 0.508812 -0.288062
i 1.17087 0.053688 -0.493188 1.28225 0.360375 -0.40525
i 1.1865 0.053688 -0.547875 1.36819 0.508812 -0.389625
l 0.795875 0.263464 -0.126062 0.860375 0.618188 -0.045875
l 0.795875 0.233375 -0.118188 0.860375 0.618188 0.126
l -0.266625 -0.930688 0.631812 -0.0615 -0.819312 0.711938
l -0.118188 -0.883812 0.639625 -0.045875 -0.8115 0.711938
l -0.266625 -0.836938 0.663062 -0.108375 -0.6865 0.735375
i -0.118188 -0.836938 0.639625 -0.09275 -0.71775 0.735375
l -0.09475 -0.78225 0.65525 0.001 -0.741188 0.735375
l -0.118188 -0.766625 0.725562 0.001 -0.678688 0.735375
l 0.045875 -0.883812 0.639625 0.118188 -0.8115 0.711938
l 0.0615 -0.930688 0.631812 0.266625 -0.819312 0.711938
l -0.001 -0.78225 0.65525 0.09475 -0.741188 0.735375
l -0.001 -0.766625 0.725562 0.118188 -0.678688 0.735375
i 0.09275 -0.836938 0.639625 0.118188 -0.71775 0.735375
l 0.108375 -0.836938 0.663062 0.266625 -0.6865 0.735375
l -0.165062 -0.290062 0.709938 -0.084938 -0.225562 0.78225
l -0.133812 -0.274438 0.749 -0.077125 -0.225562 0.829125
i -0.165062 -0.243188 0.709938 -0.09275 -0.100562 0.829125
l -0.16506 -0.102562 0.791412 -0.117421 -0.09275 0.8135
l -0.09475 -0.329125 0.741188 0.001 -0.249 0.805688
l -0.110375 -0.290062 0.795875 0.001 -0.147438 0.829125
l -0.126 -0.15725 0.737282 0.001 -0.09275 0.8135
l -0.047875 -0.196312 0.741188 0.001 -0.124 0.8135
l -0.001 -0.329125 0.741188 0.09475 -0.249 0.805688
l -0.001 -0.290062 0.795875 0.110375 -0.147438 0.829125
l -0.001 -0.1885 0.741188 0.047875 -0.124 0.8135
l -0.001 -0.15725 0.737282 0.126 -0.09275 0.8135
l 0.084938 -0.290062 0.709938 0.165062 -0.225562 0.78225
l 0.077125 -0.274438 0.749 0.133812 -0.225562 0.829125
i 0.09275 -0.243188 0.709938 0.165062 -0.100562 0.829125
l 0.117421 -0.102562 0.791412 0.16506 -0.09275 0.8135
l -0.626 0.0615 0.647438 -0.475562 0.211938 0.71975
i -0.626 0.1865 0.647438 -0.53025 0.376 0.696312
l -0.5635 0.09275 0.670875 -0.4365 0.391625 0.766625
l -0.477562 0.15525 0.756812 -0.4365 0.336938 0.78225
l -0.501 -0.047875 0.616188 -0.350562 0.102562 0.71975
l -0.501 0.014625 0.6865 -0.350562 0.165062 0.78225
l -0.477562 0.116188 0.764625 -0.350562 0.243188 0.829125
l -0.477562 0.241188 0.764625 -0.350562 0.376 0.829125
l -0.399438 -0.09475 0.634417 -0.127125 0.09475 0.810688
l -0.204125 -0.09475 0.725562 0.001 0.09475 0.810688
i -0.376 0.03025 0.71775 -0.139625 0.243188 0.829125
i -0.204125 0.045875 0.647438 0.001 0.243188 0.774438
i -0.352562 0.15525 0.78025 -0.225562 0.376 0.829125
i -0.274438 0.15525 0.741188 -0.124 0.391625 0.797875
l -0.743188 0.350562 0.65525 -0.428688 0.4385 0.727562
l -0.5635 0.334938 0.678688 -0.413062 0.4385 0.774438
l -0.501 0.327125 0.616188 -0.350562 0.516625 0.766625
i -0.4385 0.327125 0.71775 -0.327125 0.547875 0.797875
i -0.352562 0.327125 0.71775 -0.202125 0.477562 0.797875
l -0.352562 0.374 0.647438 -0.15525 0.46975 0.78225
l -0.211938 0.241188 0.647438 -0.077125 0.4385 0.78225
l -0.251 0.303688 0.741188 0.001 0.493188 0.84475
l -0.329125 0.46775 0.733375 -0.15525 0.758812 0.852562
l -0.251 0.428688 0.749 -0.0615 0.71975 0.852562
l -0.001 -0.09475 0.725562 0.204125 0.141625 0.810688
i 0.127125 -0.09475 0.634417 0.399438 0.133812 0.810688
l -0.001 0.045875 0.647438 0.204125 0.243188 0.774438
i 0.131812 0.09275 0.741188 0.352562 0.243188 0.829125
l -0.001 0.209938 0.756812 0.172875 0.352562 0.821312
l 0.077125 0.241188 0.647438 0.204125 0.4385 0.743188
i 0.124 0.21775 0.741188 0.243188 0.391625 0.797875
i 0.202125 0.241188 0.741188 0.352562 0.391625 0.829125
l 0.350562 -0.047875 0.616188 0.501 0.102562 0.71975
l 0.350562 0.014625 0.6865 0.501 0.165062 0.78225
l 0.350562 0.116188 0.764625 0.477562 0.243188 0.829125
l 0.350562 0.241188 0.764625 0.477562 0.376 0.829125
i 0.4365 0.0615 0.670875 0.579125 0.243188 0.78225
i 0.491188 0.0615 0.647438 0.626 0.290062 0.6885
l 0.420875 0.241188 0.670875 0.5635 0.399438 0.78225
l 0.53025 0.28025 0.663062 0.602562 0.376 0.696312
l -0.001 0.303688 0.741188 0.251 0.46975 0.84475
l -0.001 0.428688 0.608375 0.110375 0.493188 0.84475
l 0.15525 0.358375 0.647438 0.352562 0.454125 0.78225
i 0.163062 0.358375 0.741188 0.336938 0.477562 0.78225
i 0.327125 0.327125 0.71775 0.4385 0.547875 0.797875
l 0.350562 0.327125 0.616188 0.501 0.516625 0.766625

i -1.3135 -0.086938 -0.537851 -1.02943 0.204125 -0.381812
l -1.28225 -0.102562 -0.493188 -1.03025 0.09475 -0.303688
l -1.05569 -0.001 -0.422875 -0.999 0.1885 -0.366188
i -1.09215 0.124 -0.389021 -0.959938 0.204125 -0.350562
i -1.25881 0.202125 -0.514074 -1.02244 0.4385 -0.358375
i -1.11672 0.202125 -0.415062 -0.952125 0.34475 -0.34275
l -1.29109 0.202125 -0.547875 -1.02244 0.508812 -0.389625
l -1.23538 0.34275 -0.485375 -1.01462 0.508812 -0.288062
i -1.04788 -0.126 -0.493188 -0.774481 0.215537 -0.264625
i -0.961938 -0.016625 -0.352562 -0.764625 0.215537 -0.264625
i -1.04006 -0.141625 -0.368188 -0.71775 0.001 -0.124
i -0.874267 -0.024438 -0.321312 -0.71775 0.215537 -0.170875
i -1.03109 0.213536 -0.488703 -0.858375 0.477562 -0.21775
i -0.946312 0.213537 -0.423076 -0.819312 0.40725 -0.202125
l -0.891625 0.213537 -0.4385 -0.772438 0.383812 -0.202125
l -0.821312 0.264625 -0.4385 -0.772438 0.618188 -0.116188
l -0.790062 -0.126 -0.586938 -0.483375 0.329125 -0.327125
l -0.618188 -0.149438 -0.704125 -0.334938 0.4385 -0.538062
l -0.829125 -0.141625 -0.172875 -0.59275 0.001 0.071312
l -0.735375 -0.196312 -0.211938 -0.40525 0.001 0.46975
i -0.860375 -0.047875 -0.211938 -0.71775 0.329125 0.071312
i -0.852562 -0.047875 0.053688 -0.600562 0.40725 0.461938
l -0.860375 0.233375 -0.204125 -0.725562 0.618188 0.336938
i -0.797875 0.40525 -0.196312 -0.631812 0.751 0.493188
l -0.680688 0.452125 0.053688 -0.452125 0.852562 0.493188
l -0.641625 0.702125 -0.196312 -0.452125 0.930688 0.235375
l -0.633812 -0.141625 0.413062 -0.397438 0.0635 0.672875
l -0.626 -0.024438 0.5615 -0.350562 0.243188 0.6885
l -0.860375 0.147438 0.444312 -0.709938 0.485375 0.65725
i -0.743188 0.1865 0.5615 -0.350562 0.516625 0.6885
l -0.797875 0.40525 0.428688 -0.459938 0.555688 0.626
l -0.711938 0.483375 0.553688 -0.334938 0.6885 0.6885
l -0.368188 -0.96975 0.366188 -0.139625 -0.694312 0.571312
i -0.368188 -0.96975 0.522438 -0.116188 -0.694312 0.711938
i -0.180688 -0.985375 0.34275 0.001 -0.756812 0.641625
i -0.165062 -0.946312 0.631812 0.001 -0.749 0.696312
i -0.290062 -0.805688 0.28025 0.001 -0.483375 0.391625
i -0.251 -0.540062 0.163062 0.001 -0.28025 0.430688
l -0.352562 -0.711938 0.381812 -0.209938 -0.4365 0.711938
i -0.3135 -0.501 0.389625 -0.178688 -0.28025 0.711938
l -0.4385 -0.391625 0.147438 -0.209938 -0.09275 0.46975
i -0.4385 -0.3135 0.428688 -0.202125 -0.09275 0.555688
l -0.4385 -0.1885 0.499 -0.15525 0.055688 0.71975
l -0.258812 -0.3135 0.499 -0.163062 -0.170875 0.711938
l -0.352562 0.4365 0.59275 -0.108375 0.758812 0.735375
l -0.196312 0.40525 0.569312 0.001 0.665062 0.751
l -0.001 -0.571312 0.163062 0.211938 -0.389625 0.360375
l 0.178688 -0.415062 0.147438 0.40725 -0.170875 0.430688
l -0.001 0.850562 -0.547875 0.454125 0.985375 0.290062
l -0.001 0.522438 0.233375 0.461938 0.899438 0.430688
l 0.334938 -0.196312 -0.665062 0.641625 0.055688 -0.163062
l 0.334938 -0.008812 -0.704125 0.641625 0.4385 -0.428688
l 0.59275 -0.141625 -0.4385 0.790062 0.266625 -0.124
i 0.71775 -0.071312 -0.321312 0.84475 0.204125 -0.131812
l 0.616188 -0.008812 -0.586938 0.797875 0.680688 -0.358375
l 0.639625 0.264625 -0.446312 0.821312 0.751 -0.116188
l 0.40525 -0.196312 -0.211938 0.735375 0.001 0.415062
l 0.59275 -0.141625 -0.172875 0.829125 0.001 0.071312
l 0.71775 -0.047875 -0.211938 0.860375 0.321312 0.071312
l 0.600562 -0.047875 0.053688 0.852562 0.332969 0.415062
l 0.631812 0.330969 0.053688 0.836296 0.704125 0.348919
l 0.639625 0.5615 -0.196312 0.797875 0.751 0.126
l -0.001 -0.977562 0.34275 0.165062 -0.756812 0.461938
l -0.001 -0.805688 0.319312 0.163899 -0.526219 0.36985
l -0.001 -0.985375 0.4365 0.180688 -0.928688 0.641625
i -0.001 -0.946312 0.631812 0.165062 -0.749 0.696312
l 0.139625 -0.96975 0.366188 0.368188 -0.694312 0.571312
i 0.116188 -0.96975 0.522438 0.368188 -0.694312 0.711938
l 0.124 -0.758812 0.358375 0.290062 -0.526219 0.390617
l 0.222348 -0.711938 0.381812 0.352562 -0.526219 0.704492
l 0.233375 -0.528219 0.389625 0.327094 -0.3115 0.571312
l 0.178688 -0.528219 0.553688 0.327094 -0.3115 0.711938
l 0.202125 -0.28225 0.428688 0.235375 -0.170875 0.5635
